geocode,legal_description,total_market_land,last_modified,property_address,sub_category,subdivision,owners__0,land_value,building_value,yoY_difference,market_land_details__0,market_land_details__1,market_land_details__2,market_land_details__4,other_building_details__0,other_building_details__1,other_building_details__2,other_building_details__4,other_building_details__5,other_building_details__8,other_building_details__9,other_building_details__10,other_building_details__12,other_building_details__13,other_building_details__16,other_building_details__17,other_building_details__18,other_building_details__20,other_building_details__21,other_building_details__24,other_building_details__25,other_building_details__26,other_building_details__28,other_building_details__29,other_building_details__32,other_building_details__33,other_building_details__34,other_building_details__36,other_building_details__37,other_building_details__40,other_building_details__41,other_building_details__42,other_building_details__44,other_building_details__45,other_building_details__48,other_building_details__49,other_building_details__50,other_building_details__52,other_building_details__53,building_details__3,building_details__4,building_details__5,building_details__6,building_details__8,building_details__10,building_details__11,building_details__12,building_details__14,building_details__15,building_details__16,building_details__17,building_details__18,other_building_details__56,other_building_details__57,other_building_details__58,other_building_details__60,other_building_details__61,building_details__7,building_details__9,building_details__13,building_details__19,other_building_details__64,other_building_details__65,other_building_details__66,other_building_details__68,other_building_details__69,other_building_details__72,other_building_details__73,other_building_details__74,other_building_details__76,other_building_details__77,other_building_details__80,other_building_details__81,other_building_details__82,other_building_details__84,other_building_details__85,market_land_details__6,market_land_details__7,market_land_details__8,market_land_details__10,building_details__20
03-0927-04-3-27-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/13/2018 2:23:06 PM,37300,201500,59300,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,483,  ,"RRS1 - Shed, Frame",A,3501,216,  ,RPA2 - Concrete,A,3501,216,  ,"RRS1 - Shed, Frame",L,3501,66,  ,RPA2 - Concrete,A,3501,567,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,199700,56000,Primary Site,   ,   ,37300,"RRG4 - Garage, masonry, detached, unfinished",3,3501,952,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-27-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 39, & E2 LT 38",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/6/2018 11:59:09 AM,34912,162688,38700,Primary Site,   ,   ,34912,"RRG3 - Garage, frame, detached, unfinished",4,3501,484,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 18 - 20",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,40946,404070,108899,Primary Site,   ,   ,40946,RPA2 - Concrete,A,3501,  ,  ,"RRS1 - Shed, Frame",A,3501,90,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-06-19-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 22, Lot 31, & E5 FT LT 30 W20 FT LT 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,97370,27120,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",C,3501,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-22-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 27 - 28",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/17/2022 2:24:59 PM,37300,193600,54100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,850,  ,"RRS1 - Shed, Frame",L,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,RRC1 - Carport,3,3501,200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 14 - 15",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,3/25/2014 2:41:08 PM,37300,189700,54400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,504,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,308,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-19-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 31 - 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/12/2017 4:27:09 PM,37300,170900,34000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,576,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 6 - 7",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/2/2023 11:55:12 AM,37300,204960,57870,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 31 - 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/29/2022 12:45:04 PM,37300,183400,51200,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,504,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 13 - 14",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,182700,46400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,50,  ,"RRG4 - Garage, masonry, detached, unfinished",3,3501,520,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 20 - 21",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/27/2021 11:20:33 AM,37300,199600,49700,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,260,  ,RPA2 - Concrete,A,3501,792,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 13 - 14",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/1/2019 12:29:44 PM,37300,169300,50900,Primary Site,   ,   ,37300,"RRG4 - Garage, masonry, detached, unfinished",3,3501,  ,  ,RPA2 - Concrete,A,3501,100,  ,RPA2 - Concrete,A,3501,1160,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 3 - 6",0.321,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,7/27/2023 8:55:20 AM,85939,22750,4282,Primary Site,   ,   ,85939,CRC1 - Carport,A,3507,  ,  ,"CLT4 - Light, incandescent, pole & bracket",A,3507,1,  ,"CPA1 - Paving, asphalt",A,3507,12000,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 13 - 14",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/27/2023 8:55:20 AM,37300,158350,39790,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,144,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 19 - 23,  (COMBO W/A19292)  (09)",0.402,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,7/27/2023 8:55:20 AM,106469,7940,6463,Primary Site,   ,   ,106469,"CRF1 - Fence, chain link (commercial)",A,3507,  ,  ,"CRS1 - Utility Building, frame",L,3507,  ,  ,"CRS2 - Utility Building, metal",L,3507,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 32 - 33",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/5/2009 8:18:23 AM,37300,242400,66100,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,576,  ,RPA2 - Concrete,A,3501,1200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 34 - 35",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/8/2016 11:53:17 AM,37300,248400,61700,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,440,  ,RPA2 - Concrete,A,3501,648,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 44 - 45",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,164200,29100,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",A,3501,  ,  ,RPA2 - Concrete,A,3501,600,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 27 - 31, & 26A 26B  (1ST ADD TO BLK 4) (LESS 50 SQ FT STREET)  (96)",0.561,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,12/1/2020 4:53:52 PM,157751,243249,23951,Primary Site,   ,   ,157751,"CPA2 - Paving, concrete, 4""",A,3507,1650,  ,"CPA1 - Paving, asphalt",A,3507,17355,  ,"CLT4 - Light, incandescent, pole & bracket",A,3507,  ,  ,,,,,,,,,,,,,,,,,,,,,332 - Auto Equipment Service Garage,1,2007,0,047 - Auto Parts/Service,12,1,12,3-Normal,35,3-Unit or Space Heaters,3-Above Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 12 - 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/28/2020 7:39:46 AM,37300,175700,41600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,360,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 22 - 23",0.161,10/6/2023 1:55:41 AM,,Mixed Use - Res & Comm,YELLOWSTONE ADD,7/11/2023 11:10:11 AM,76371,234940,57468,Primary Site,   ,   ,76371,"CRF3 - Fence, stockade (commercial)",A,3507,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614 - Church,1,0,0,063 - Religious Institution,8,1,8,2-Fair,40,1-Hot Air,2-Normal,2-Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 8 - 9",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,175300,53400,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,407,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,183400,49900,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 45, N 92'LTS 45,46",0.106,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/20/2023 11:12:46 AM,33867,156933,45800,Primary Site,   ,   ,33867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/11/2015 8:49:14 AM,37300,188200,48600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,"RRS2 - Shed, residential, metal",C,3501,96,  ,"RRS2 - Shed, residential, metal",C,3501,63,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 30 - 31, & E18.77 FT LT 29",0.221,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/9/2020 2:53:31 PM,40137,267863,74600,Primary Site,   ,   ,40137,"RRS1 - Shed, Frame",L,3501,168,  ,RPA2 - Concrete,A,3501,420,  ,RPA2 - Concrete,A,3501,308,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 14 - 15",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/30/2023 1:03:07 PM,37300,146300,50900,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",C,3501,80,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-25-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 28 - 29",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,3/29/2017 3:36:22 PM,37300,175200,49500,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,390,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 45 - 46",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/3/2017 2:53:43 PM,37300,206800,49400,Primary Site,   ,   ,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 34 - 35",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/1/2009 8:29:51 AM,37300,192100,53600,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,576,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,288,  ,RPA2 - Concrete,A,3501,528,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-15-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 15, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/21/2016 1:48:17 PM,37300,215000,65800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,350,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,264,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,770,  ,RPA2 - Concrete,A,3501,700,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,243900,69900,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,480,  ,RPA2 - Concrete,A,3501,736,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 3 - 5",0.241,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,58400,356700,98300,Primary Site,   ,   ,58400,"CGFU - Garage, detached, frame, unfinished",A,3527,576,  ,"CPA2 - Paving, concrete, 4""",A,3527,1600,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"211 - Apartments, Garden (3 stories & less)",1,0,0,011 - Apartment,8,0,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 24, N 88FT OF LTS 24 & 25",0.101,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/21/2020 1:21:17 PM,33522,224950,53196,Primary Site,   ,   ,33522,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 16 - 17",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/3/2018 11:54:40 AM,37300,159300,42900,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,1080,  ,"RRG3 - Garage, frame, detached, unfinished",2,3501,216,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 11 - 12",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/10/2019 1:42:42 PM,37300,236000,84100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,400,  ,"RRS1 - Shed, Frame",A,3501,120,  ,"RRS1 - Shed, Frame",A,3501,80,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 21, N65 FT LT 21-23",0.112,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/16/2013 3:52:27 PM,34322,190378,50300,Primary Site,   ,   ,34322,RPA2 - Concrete,A,3501,225,  ,"RRS1 - Shed, Frame",A,3501,80,  ,RPA2 - Concrete,A,3501,300,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 17 - 18",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,0,2900,Primary Site,   ,   ,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 26 - 27",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/15/2015 1:07:00 PM,37300,201100,54600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,680,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 43 - 44",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/10/2018 3:55:09 PM,37300,191100,60100,Primary Site,   ,   ,37300,RPA2 - Concrete,L,3501,600,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,216,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 45 - 46",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/14/2019 4:14:56 PM,37300,195800,51000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,528,  ,RPA2 - Concrete,A,3501,440,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-25-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 25, & S50 FT LT 24",0.057,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,29435,141065,25500,Primary Site,   ,   ,29435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 30 - 31, & E .46 FT LT 29",0.162,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/28/2020 2:44:15 PM,37378,173922,38400,Primary Site,   ,   ,37378,"RRG4 - Garage, masonry, detached, unfinished",4,3501,550,  ,RPA2 - Concrete,L,3501,750,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 43 - 44",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,42739,313061,68500,Primary Site,   ,   ,42739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 28 - 29",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/10/2023 12:03:51 PM,37300,204500,52700,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,480,  ,RPA2 - Concrete,A,3501,750,  ,RPA2 - Concrete,A,3501,330,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 45 - 46",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/28/2018 11:22:11 AM,37300,203400,58700,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,748,  ,"RRG1 - Garage, frame, detached, finished",4,3501,928,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 36 - 37",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,207400,61900,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,600,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,650,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 47 - 48",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/1/2023 4:57:57 PM,37300,233400,62100,Primary Site,   ,   ,37300,"RRT3 - Deck, stone/tile w/sand base",A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,360,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
